App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Magic Keyboard,MEDICAL,3.6,277,2.8M,"10,000+",Free,0,Everyone,Medical,"July 5, 2017",8.10.8,4.1 and up
Bright Puzzle,PHOTOGRAPHY,4.8,185565,45M,"5,000,000+",Free,0,Everyone,Photography,"July 26, 2016",8.7.3,Varies with device
Pro Notes,BUSINESS,4.2,352,7.5M,"5,000+",Free,0,Everyone,Business,"May 16, 2016",4.4.7,5.0 and up
Bright Photo Editor,LIFESTYLE,4.0,729,21M,"10,000+",Paid,$4.99,Teen,Lifestyle,"November 21, 2017",Varies with device,Varies with device
Ultimate Flashlight 13,GAME,3.9,35,16M,"5,000+",Free,0,Everyone,Action,"February 10, 2018",5.6.9,Varies with device
Daily Chess,COMMUNICATION,2.9,48770,13M,"1,000,000+",Paid,$9.99,Everyone,Communication,"April 7, 2017",5.8.8,5.0 and up
Pixel Launcher,TRAVEL_AND_LOCAL,4.0,10802,15M,"500,000+",Free,0,Everyone,Travel & Local,"June 22, 2018",2.5.5,Varies with device
Free Diet Tracker,FAMILY,4.7,1k,Varies with device,"50,000+",Free,0,Everyone,Casual,"August 23, 2017",4.9.8,4.0.3 and up
Fast Budget,FAMILY,4.6,442,27M,"10,000+",Free,0,Everyone,Casual,"September 29, 2017",4.15.1,4.0.3 and up
Free Puzzle 16,GAME,4.4,9,5.8M,500+,Free,0,Everyone,Action,"January 11, 2016",6.10.7,5.0 and up
Quick Maps,PRODUCTIVITY,4.2,390486,11M,"10,000,000+",Free,0,Mature 17+,Productivity,"January 22, 2018",5.18.9,5.0 and up
Pixel Workout,SOCIAL,4.6,28,30M,500+,Free,0,Everyone,Social,"May 28, 2018",4.2.1,5.0 and up
Pocket Keyboard,PHOTOGRAPHY,4.0,57,Varies with device,"5,000+",Free,0,Everyone,Photography,"May 8, 2018",Varies with device,Varies with device
Secure Music Player,GAME,4.6,4k,5.5M,"100,000+",Free,0,Everyone,Action,"September 1, 2017",8.7.9,Varies with device
Mini Maps 15,GAME,5.0,79,15M,"5,000+",Free,0,Everyone,Action,"December 14, 2017",3.17.2,4.1 and up
Ultimate Workout 16,TRAVEL_AND_LOCAL,4.8,31365,100M,"1,000,000+",Free,0,Everyone,Travel & Local,"July 12, 2017",5.12.0,Varies with device
Happy Bible,SPORTS,5.0,85206,Varies with device,"5,000,000+",Free,0,Everyone,Sports,"April 14, 2018",2.17.0,Varies with device
Simple Flashlight,ENTERTAINMENT,4.2,940,8.9M,"50,000+",Free,0,Everyone,Entertainment,"June 28, 2018",1.14.9,4.0.3 and up
Daily Weather,HEALTH_AND_FITNESS,4.0,6879,13M,"500,000+",Free,0,Everyone 10+,Health & Fitness,"September 17, 2017",3.10.6,Varies with device
Pixel Recipes,SPORTS,4.1,7480,649k,"500,000+",Free,0,Teen,Sports,"July 8, 2018",8.12.2,Varies with device
Pixel Flashlight,MAPS_AND_NAVIGATION,4.2,2710,4.9M,"100,000+",Free,0,Teen,Maps & Navigation,"July 2, 2018",8.6.5,5.0 and up
Free Dictionary,EDUCATION,4.5,609,42M,"10,000+",Free,0,Everyone,Education,"April 19, 2017",6.12.3,4.1 and up
Free Flashlight 2,MEDICAL,4.4,12,7.6M,500+,Free,0,Everyone,Medical,"March 6, 2015",4.13.0,4.4 and up
Tiny Calendar 19,BOOKS_AND_REFERENCE,5.0,3480,5.1M,"50,000+",Free,0,Mature 17+,Books & Reference,"December 16, 2017",2.7.4,4.0.3 and up
Mini Messenger,SPORTS,4.1,271,Varies with device,"10,000+",Free,0,Everyone 10+,Sports,"March 11, 2017",3.11.9,5.0 and up
Happy Weather 17,TRAVEL_AND_LOCAL,3.3,1.2k,857k,"50,000+",Free,0,Everyone,Travel & Local,"April 5, 2015",5.10.4,4.4 and up
Daily Photo Editor,BOOKS_AND_REFERENCE,4.1,248,22M,"5,000+",Free,0,Everyone,Books & Reference,"October 22, 2017",Varies with device,5.0 and up
Daily Messenger 11,ENTERTAINMENT,3.5,100,22M,"5,000+",Free,0,Everyone,Entertainment,"November 11, 2017",5.14.9,4.4 and up
Bright Music Player,FAMILY,4.6,1178,32M,"50,000+",Free,0,Everyone,Casual,"July 8, 2017",4.6.4,4.4 and up
Magic Translator,FAMILY,5.0,2719,33M,"100,000+",Free,0,Teen,Casual,"April 30, 2018",7.16.2,5.0 and up
Super Bible 6,SPORTS,3.9,225456,13M,"10,000,000+",Free,0,Teen,Sports,"June 16, 2018",8.2.1,5.0 and up
Pixel Recipes 4,BOOKS_AND_REFERENCE,4.8,156,25M,"5,000+",Free,0,Everyone,Books & Reference,"May 27, 2017",7.18.2,5.0 and up
Tiny Radio,MAPS_AND_NAVIGATION,3.6,1.8k,4.4M,"50,000+",Free,0,Everyone,Maps & Navigation,"December 24, 2016",8.6.2,5.0 and up
Quick Recipes 16,HEALTH_AND_FITNESS,4.5,153,55M,"1,000+",Free,0,Everyone,Health & Fitness,"June 11, 2016",2.0.7,Varies with device
Pixel Bible,TOOLS,4.5,14,19M,500+,Free,0,Everyone,Tools,"February 23, 2018",7.3.5,5.0 and up
Daily Puzzle,ART_AND_DESIGN,3.4,156,3.8M,"5,000+",Free,0,Everyone,Art & Design,"April 11, 2018",7.13.6,4.4 and up
Magic Diet Tracker,HEALTH_AND_FITNESS,,19,757k,"1,000+",Free,0,Everyone,Health & Fitness,"November 23, 2017",Varies with device,4.1 and up
Ultimate Radio,BUSINESS,4.1,446,14M,"50,000+",Free,0,Everyone,Business,"July 17, 2018",5.13.8,4.1 and up
Smart Maps,FAMILY,,0,64M,1+,Free,0,Everyone,Casual,"April 20, 2018",Varies with device,5.0 and up
Simple Puzzle,FAMILY,3.7,2886,7.9M,"50,000+",Free,0,Everyone 10+,Casual,"December 9, 2016",5.12.5,4.4 and up
Bright Notes,HEALTH_AND_FITNESS,4.2,1.7k,17M,"50,000+",Free,0,Everyone,Health & Fitness,"June 17, 2017",5.17.8,4.4 and up
Pro Notes,COMMUNICATION,4.8,1128,Varies with device,"50,000+",Free,0,Teen,Communication,"January 9, 2016",2.1.4,5.0 and up
Daily Budget,TOOLS,5.0,1919,17M,"50,000+",Free,0,Teen,Tools,"July 4, 2018",1.9.6,Varies with device
Magic Calendar,TRAVEL_AND_LOCAL,4.1,266,765k,"10,000+",Free,0,Everyone,Travel & Local,"July 20, 2017",4.11.6,5.0 and up
Super Budget,FAMILY,4.7,10748,Varies with device,"500,000+",Paid,$2.99,Everyone,Casual,"July 25, 2018",8.2.1,4.0.3 and up
Secure Dictionary,HEALTH_AND_FITNESS,4.0,212,16M,"10,000+",Free,0,Everyone,Health & Fitness,"July 10, 2016",8.2.2,5.0 and up
Easy Scanner,EDUCATION,4.3,660,16M,"10,000+",Free,0,Everyone,Education,"January 30, 2018",3.17.6,4.4 and up
Ultimate Keyboard 9,FAMILY,4.8,8025,11M,"100,000+",Free,0,Everyone,Casual,"November 23, 2016",6.10.9,4.0.3 and up
Cool Dictionary,PHOTOGRAPHY,4.8,199185,12M,"5,000,000+",Paid,$0.99,Everyone,Photography,"April 11, 2017",8.6.9,4.1 and up
Star Diet Tracker 16,SOCIAL,4.2,116,19M,"5,000+",Free,0,Teen,Social,"January 21, 2017",1.6.9,4.1 and up
Fast Coloring Book,SHOPPING,3.3,514,8.8M,"50,000+",Free,0,Everyone,Shopping,"June 1, 2017",7.9.4,4.0.3 and up
Smart Coloring Book 11,COMMUNICATION,4.0,145,7.6M,"10,000+",Free,0,Everyone,Communication,"October 8, 2017",4.5.2,5.0 and up
Mini Puzzle,BUSINESS,3.9,581,Varies with device,"5,000+",Free,0,Mature 17+,Business,"March 16, 2018",4.13.2,4.0.3 and up
Quick Workout,COMMUNICATION,4.2,6646,9.3M,"500,000+",Free,0,Everyone,Communication,"September 26, 2017",1.2.4,Varies with device
Star Messenger 4,LIFESTYLE,4.5,6,3.3M,500+,Free,0,Everyone,Lifestyle,"November 19, 2017",3.4.0,Varies with device
Secure Calendar,MEDICAL,4.5,2079,4.0M,"50,000+",Free,0,Everyone,Medical,"June 29, 2018",4.17.7,4.0.3 and up
Mini Maps,LIFESTYLE,4.6,29,Varies with device,500+,Paid,$1.99,Everyone,Lifestyle,"November 6, 2016",8.1.0,Varies with device
Smart Dictionary 10,PHOTOGRAPHY,4.1,2k,55M,"50,000+",Free,0,Everyone,Photography,"July 5, 2018",8.10.4,Varies with device
Ultimate Budget,SPORTS,5.0,763,Varies with device,"10,000+",Free,0,Everyone,Sports,"August 20, 2017",7.19.7,4.4 and up
Pro Photo Editor,BOOKS_AND_REFERENCE,4.3,16,21M,"1,000+",Free,0,Everyone,Books & Reference,"May 19, 2017",4.13.8,4.4 and up
Simple Flashlight,HEALTH_AND_FITNESS,4.7,25,37M,"1,000+",Free,0,Teen,Health & Fitness,"January 5, 2018",4.11.8,4.1 and up
Happy Puzzle,LIFESTYLE,,5k,9.9M,"500,000+",Free,0,Everyone,Lifestyle,"June 21, 2018",5.15.3,4.4 and up
Pixel Flashlight 8,FAMILY,4.3,43257,Varies with device,"500,000+",Free,0,Everyone,Casual,"October 6, 2017",3.3.9,4.1 and up
Super Keyboard 11,FAMILY,4.5,138,17M,"5,000+",Free,0,Everyone,Casual,"October 4, 2016",7.7.9,4.4 and up
Cool Dictionary,MEDICAL,,11,23M,100+,Free,0,Everyone,Medical,"November 26, 2017",8.15.5,Varies with device
Pocket Keyboard 2,SOCIAL,4.2,140,Varies with device,"5,000+",Free,0,Everyone,Social,"April 7, 2016",8.3.2,4.0.3 and up
Simple Workout,FAMILY,4.3,8688,10M,"500,000+",Free,0,Everyone,Casual,"January 28, 2018",4.2.3,4.4 and up
Smart Weather 6,FAMILY,2.9,1137,12M,"50,000+",Free,0,Everyone,Casual,"April 17, 2018",7.17.3,4.0.3 and up
Super Chess 11,GAME,4.4,31,1.4M,"5,000+",Free,0,Everyone,Action,"April 23, 2018",2.7.8,4.0.3 and up
Pocket Scanner,MEDICAL,3.8,12k,Varies with device,"500,000+",Free,0,Everyone,Medical,"April 17, 2017",1.18.2,4.4 and up
Cool Bible,SOCIAL,3.9,1.6k,Varies with device,"100,000+",Free,0,Everyone,Social,"October 3, 2017",2.8.7,4.0.3 and up
Pixel Workout,FAMILY,,142577,Varies with device,"5,000,000+",Free,0,Everyone,Casual,"July 3, 2018",8.11.0,Varies with device
Simple Workout 5,SPORTS,4.3,54,26M,"5,000+",Free,0,Everyone,Sports,"April 21, 2018",4.5.3,Varies with device
Bright Translator 13,BOOKS_AND_REFERENCE,4.9,461864,8.5M,"50,000,000+",Free,0,Everyone,Books & Reference,"May 2, 2018",Varies with device,4.4 and up
Mini Diet Tracker 6,PRODUCTIVITY,3.4,162k,11M,"5,000,000+",Free,0,Everyone,Productivity,"July 22, 2018",7.14.4,4.4 and up
Daily Notes 17,PRODUCTIVITY,4.4,89,20M,"5,000+",Free,0,Everyone,Productivity,"January 12, 2018",2.9.0,4.1 and up
Simple Coloring Book,BOOKS_AND_REFERENCE,4.5,15559,21M,"500,000+",Paid,$2.99,Everyone,Books & Reference,"December 18, 2017",5.11.5,Varies with device
Smart Budget 8,GAME,4.7,55769,9.3M,"1,000,000+",Free,0,Everyone 10+,Action,"October 30, 2017",8.7.1,5.0 and up
Cool Recipes 16,COMMUNICATION,3.3,2240,Varies with device,"50,000+",Paid,$0.99,Everyone,Communication,"May 1, 2018",8.1.7,4.1 and up
Free Maps 14,TRAVEL_AND_LOCAL,4.1,4625,22M,"500,000+",Free,0,Everyone,Travel & Local,"July 23, 2018",6.15.0,4.0.3 and up
Pro Recipes,SHOPPING,4.5,1448,20M,"10,000+",Free,0,Everyone,Shopping,"May 10, 2017",6.12.2,4.4 and up
Quick VPN,TRAVEL_AND_LOCAL,4.6,15k,25M,"500,000+",Free,0,Everyone,Travel & Local,"April 19, 2018",6.2.0,4.4 and up
Pro Recipes,BUSINESS,3.6,1327,21M,"50,000+",Free,0,Mature 17+,Business,"November 23, 2017",6.16.3,5.0 and up
Free Weather,TRAVEL_AND_LOCAL,3.9,35k,17M,"5,000,000+",Free,0,Everyone,Travel & Local,"May 28, 2017",6.2.0,4.0.3 and up
Pro Photo Editor 3,SPORTS,3.6,412.5k,27M,"10,000,000+",Free,0,Mature 17+,Sports,"April 28, 2018",2.11.2,4.0.3 and up
Fast Bible,BUSINESS,4.4,120.5k,16M,"5,000,000+",Free,0,Everyone,Business,"June 1, 2018",6.11.5,Varies with device
Cool Keyboard 13,GAME,,86,Varies with device,"5,000+",Free,0,Everyone,Action,"February 27, 2018",4.9.5,5.0 and up
Ultimate Translator,LIFESTYLE,3.7,49711,Varies with device,"5,000,000+",Free,0,Everyone,Lifestyle,"October 15, 2017",3.0.3,5.0 and up
Easy Launcher 3,GAME,4.2,1.2M,49M,"50,000,000+",Free,0,Everyone,Action,"July 9, 2018",3.0.7,5.0 and up
Pixel Calendar,BOOKS_AND_REFERENCE,4.4,5682,19M,"500,000+",Free,0,Everyone,Books & Reference,"August 27, 2017",7.0.1,4.0.3 and up
Simple Chess,HEALTH_AND_FITNESS,4.1,22016,13M,"1,000,000+",Free,0,Everyone,Health & Fitness,"March 8, 2018",2.14.4,4.1 and up
Daily Puzzle,MAPS_AND_NAVIGATION,4.2,9958,13M,"500,000+",Free,0,Everyone,Maps & Navigation,"February 10, 2017",5.15.4,4.1 and up
Super Dictionary,PHOTOGRAPHY,4.2,65,37M,"1,000+",Free,0,Everyone,Photography,"September 8, 2017",2.9.7,4.1 and up
Pro Photo Editor 15,SPORTS,3.6,6.0k,24M,"500,000+",Free,0,Everyone,Sports,"December 19, 2017",4.13.4,4.4 and up
Easy Workout 8,SOCIAL,4.9,504,5.5M,"10,000+",Free,0,Everyone,Social,"July 31, 2018",4.4.2,5.0 and up
Secure Flashlight,FAMILY,3.8,14599,31M,"500,000+",Free,0,Everyone 10+,Casual,"July 9, 2017",6.0.9,4.0.3 and up
Daily Coloring Book 16,ART_AND_DESIGN,4.3,31,Varies with device,"1,000+",Free,0,Everyone,Art & Design,"March 25, 2016",6.11.3,Varies with device
Pixel Radio,MAPS_AND_NAVIGATION,3.6,67116,66M,"5,000,000+",Free,0,Everyone,Maps & Navigation,"December 18, 2015",6.13.6,4.1 and up
Happy Bible 6,EDUCATION,4.0,9,14M,100+,Paid,$4.99,Mature 17+,Education,"May 4, 2017",7.14.7,Varies with device
Free Launcher,BOOKS_AND_REFERENCE,4.0,2144,65M,"50,000+",Free,0,Everyone,Books & Reference,"July 24, 2018",2.19.4,4.4 and up
Super Puzzle 11,TOOLS,4.0,21,Varies with device,"1,000+",Free,0,Everyone,Tools,"May 20, 2016",6.10.4,4.1 and up
Quick Translator,MEDICAL,4.1,583,Varies with device,"50,000+",Free,0,Everyone,Medical,"March 20, 2018",6.2.1,4.4 and up
Smart Puzzle 19,SOCIAL,5.0,186,8.7M,"5,000+",Free,0,Everyone,Social,"January 28, 2017",8.18.4,4.0.3 and up
Free Workout,HEALTH_AND_FITNESS,3.3,3322,132k,"50,000+",Free,0,Everyone,Health & Fitness,"February 9, 2018",8.0.4,4.0.3 and up
Happy Keyboard,SPORTS,5.0,1831,8.3M,"50,000+",Free,0,Everyone,Sports,"February 16, 2018",6.1.8,Varies with device
Cool Radio,TOOLS,4.5,285,Varies with device,"50,000+",Free,0,Teen,Tools,"March 26, 2018",7.18.0,5.0 and up
Fast Calendar,PHOTOGRAPHY,4.2,6022,Varies with device,"500,000+",Free,0,Everyone,Photography,"August 1, 2017",4.8.6,4.4 and up
Pocket Puzzle,COMMUNICATION,4.4,355,8.6M,"5,000+",Free,0,Everyone,Communication,"May 29, 2017",3.1.4,4.4 and up
Ultimate Wallpapers,BOOKS_AND_REFERENCE,3.5,2226,37M,"100,000+",Free,0,Everyone,Books & Reference,"September 2, 2017",1.2.6,4.1 and up
Smart Scanner 17,BUSINESS,4.0,1673,81M,"50,000+",Free,0,Everyone,Business,"July 8, 2017",4.3.8,4.1 and up
Secure Notes 12,FAMILY,,21,Varies with device,500+,Free,0,Teen,Casual,"May 22, 2017",5.17.7,Varies with device
Pocket Dictionary,BOOKS_AND_REFERENCE,4.9,6042,26M,"100,000+",Free,0,Everyone,Books & Reference,"July 24, 2018",4.6.1,4.4 and up
Easy Puzzle,EDUCATION,4.7,459,757k,"5,000+",Free,0,Everyone,Education,"July 22, 2017",4.16.0,4.1 and up
Pro Calendar,PHOTOGRAPHY,4.0,735,17M,"50,000+",Free,0,Everyone,Photography,"June 28, 2018",6.11.0,4.0.3 and up
Ultimate Radio,PHOTOGRAPHY,3.9,647,Varies with device,"10,000+",Free,0,Everyone,Photography,"September 21, 2016",Varies with device,5.0 and up
Bright Launcher,BUSINESS,,2842,Varies with device,"100,000+",Free,0,Everyone,Business,"May 13, 2018",7.18.1,4.1 and up
Smart Keyboard,SHOPPING,5.0,36,22M,"5,000+",Free,0,Everyone,Shopping,"January 31, 2018",Varies with device,5.0 and up
Pro Flashlight,COMMUNICATION,4.3,14600,68M,"500,000+",Free,0,Everyone,Communication,"August 6, 2017",7.2.0,4.1 and up
Happy Maps,PRODUCTIVITY,4.5,3k,Varies with device,"50,000+",Free,0,Everyone,Productivity,"January 7, 2018",6.14.7,4.4 and up
Mini Photo Editor,GAME,3.9,461,19M,"50,000+",Free,0,Everyone,Action,"June 10, 2018",Varies with device,4.4 and up
Pocket Messenger 13,LIFESTYLE,4.4,2044,Varies with device,"100,000+",Free,0,Everyone,Lifestyle,"January 17, 2018",3.7.9,4.4 and up
Pixel Recipes,SOCIAL,4.2,224,2.0M,"5,000+",Free,0,Everyone 10+,Social,"June 29, 2017",2.17.4,4.4 and up
Free Puzzle,BUSINESS,4.2,68,9.4M,"1,000+",Free,0,Everyone,Business,"December 4, 2017",3.11.7,5.0 and up
Pocket Workout 13,EDUCATION,3.9,19,5.7M,"1,000+",Free,0,Everyone,Education,"February 8, 2018",8.15.6,4.4 and up
Mini Coloring Book,MEDICAL,3.7,3k,Varies with device,"50,000+",Free,0,Teen,Medical,"June 17, 2018",5.12.6,4.1 and up
Ultimate Keyboard,MAPS_AND_NAVIGATION,,393,18M,"10,000+",Free,0,Everyone,Maps & Navigation,"April 6, 2017",6.14.1,4.4 and up
Smart Puzzle,SPORTS,4.2,4k,Varies with device,"100,000+",Free,0,Everyone,Sports,"July 20, 2018",1.6.2,4.1 and up
Super Bible,FAMILY,4.7,8509,12M,"500,000+",Free,0,Everyone,Casual,"May 2, 2017",8.0.8,4.0.3 and up
Tiny Recipes,FAMILY,3.2,1286,26M,"50,000+",Free,0,Everyone,Casual,"June 23, 2017",5.4.1,4.4 and up
Mini Photo Editor,SPORTS,4.1,534,12M,"50,000+",Free,0,Everyone,Sports,"July 28, 2017",5.6.5,Varies with device
Fast Launcher,BOOKS_AND_REFERENCE,3.8,274,4.4M,"10,000+",Free,0,Everyone,Books & Reference,"April 22, 2017",6.18.5,5.0 and up
Bright Launcher,FAMILY,3.8,516,3.1M,"10,000+",Free,0,Everyone,Casual,"September 17, 2016",8.1.0,5.0 and up
Pocket Wallpapers 17,EDUCATION,4.3,8,43M,500+,Paid,$0.99,Everyone,Education,"March 6, 2016",4.8.1,5.0 and up
Fast Translator 10,MAPS_AND_NAVIGATION,4.3,1023,25M,"50,000+",Free,0,Everyone,Maps & Navigation,"July 15, 2018",6.1.8,4.1 and up
Ultimate VPN,BOOKS_AND_REFERENCE,4.3,40710,6.2M,"1,000,000+",Free,0,Everyone,Books & Reference,"February 19, 2017",4.10.1,4.4 and up
Daily Workout,FAMILY,3.9,1285,3.5M,"50,000+",Free,0,Everyone,Casual,"February 26, 2018",Varies with device,4.4 and up
Daily Budget,ENTERTAINMENT,4.4,193.0k,3.2M,"10,000,000+",Free,0,Everyone,Entertainment,"February 10, 2017",4.18.1,5.0 and up
Magic Launcher,PHOTOGRAPHY,4.6,280,18M,"10,000+",Free,0,Everyone,Photography,"December 29, 2016",2.0.7,Varies with device
Simple Launcher,HEALTH_AND_FITNESS,,1,20M,50+,Free,0,Everyone,Health & Fitness,"December 17, 2017",7.7.4,4.4 and up
Magic Chess,SHOPPING,4.4,1076,Varies with device,"50,000+",Free,0,Everyone,Shopping,"January 2, 2016",3.3.2,Varies with device
Magic Keyboard,MAPS_AND_NAVIGATION,5.0,4.2k,39M,"500,000+",Free,0,Everyone 10+,Maps & Navigation,"October 4, 2015",2.6.8,5.0 and up
Super Photo Editor,MEDICAL,3.6,8k,Varies with device,"100,000+",Free,0,Mature 17+,Medical,"February 25, 2017",4.6.9,4.4 and up
Fast Flashlight 4,SOCIAL,3.9,14849,7.3M,"1,000,000+",Free,0,Everyone,Social,"April 23, 2018",2.14.1,5.0 and up
Ultimate Maps 16,PHOTOGRAPHY,4.7,134,Varies with device,"5,000+",Free,0,Teen,Photography,"November 3, 2014",7.0.2,5.0 and up
Daily VPN,TOOLS,3.8,545202,4.6M,"50,000,000+",Free,0,Everyone,Tools,"September 9, 2016",5.6.5,5.0 and up
Secure Radio,LIFESTYLE,4.2,21,1.7M,500+,Free,0,Everyone,Lifestyle,"April 11, 2018",6.13.6,4.0.3 and up
Daily Coloring Book,GAME,4.0,987,823k,"50,000+",Free,0,Everyone,Action,"December 18, 2015",3.3.7,Varies with device
Bright Wallpapers 6,ENTERTAINMENT,4.0,2960,Varies with device,"100,000+",Free,0,Teen,Entertainment,"June 5, 2018",1.5.0,4.4 and up
Tiny Chess,GAME,3.6,1.2k,9.2M,"50,000+",Free,0,Everyone,Action,"June 17, 2018",3.11.2,5.0 and up
Free Puzzle,BOOKS_AND_REFERENCE,5.0,40,60M,"1,000+",Free,0,Everyone,Books & Reference,"September 20, 2016",7.3.6,4.4 and up
Pixel Coloring Book 9,SOCIAL,4.9,17908,Varies with device,"500,000+",Free,0,Everyone,Social,"December 31, 2016",1.4.0,5.0 and up
Pixel Messenger,PRODUCTIVITY,3.7,157,44M,"5,000+",Free,0,Everyone,Productivity,"March 10, 2017",5.12.5,4.4 and up
Ultimate Music Player 5,MEDICAL,4.0,291,19M,"5,000+",Paid,$9.99,Mature 17+,Medical,"October 22, 2016",5.19.4,Varies with device
Magic Workout 6,ENTERTAINMENT,4.4,236,16M,"10,000+",Free,0,Teen,Entertainment,"June 2, 2018",5.18.0,4.4 and up
Simple Photo Editor,TOOLS,4.0,164,8.4M,"5,000+",Free,0,Everyone,Tools,"July 25, 2015",3.13.8,4.1 and up
Super Notes 2,FAMILY,4.4,818,643k,"50,000+",Free,0,Everyone,Casual,"March 9, 2018",8.19.5,4.4 and up
Secure Workout,EDUCATION,4.0,7028,5.0M,"100,000+",Free,0,Everyone,Education,"January 4, 2018",Varies with device,4.0.3 and up
Fast Photo Editor,ENTERTAINMENT,4.4,27.1k,25M,"1,000,000+",Free,0,Mature 17+,Entertainment,"October 23, 2017",7.8.8,5.0 and up
Cool Radio,ENTERTAINMENT,4.0,5343,44M,"500,000+",Free,0,Everyone,Entertainment,"August 14, 2016",5.13.0,4.1 and up
Mini Workout,MEDICAL,,45869,11M,"5,000,000+",Free,0,Everyone,Medical,"January 16, 2018",3.18.1,4.4 and up
Quick Music Player,GAME,4.3,458,60M,"50,000+",Free,0,Everyone,Action,"July 20, 2017",4.19.6,Varies with device
Easy Wallpapers,ART_AND_DESIGN,3.7,2516,28M,"50,000+",Free,0,Everyone,Art & Design,"April 22, 2018",6.12.9,5.0 and up
Easy Weather 2,ENTERTAINMENT,,8,3.1M,500+,Free,0,Everyone,Entertainment,"September 1, 2017",7.17.7,4.1 and up
Mini Notes 18,LIFESTYLE,4.5,254,Varies with device,"5,000+",Free,0,Everyone,Lifestyle,"February 21, 2018",1.1.7,4.4 and up
Cool Workout,COMMUNICATION,4.5,173,2.8M,"5,000+",Free,0,Everyone,Communication,"May 2, 2017",6.13.0,4.4 and up
Star Flashlight,SHOPPING,3.9,220,24M,"10,000+",Paid,$0.99,Everyone,Shopping,"October 7, 2016",8.14.0,5.0 and up
Easy VPN,ART_AND_DESIGN,3.7,332,12M,"10,000+",Free,0,Everyone,Art & Design,"March 15, 2018",1.5.7,5.0 and up
Cool Radio,SPORTS,4.2,2914,Varies with device,"100,000+",Free,0,Everyone,Sports,,8.5.7,4.1 and up
Fast Budget,FINANCE,4.9,384.5k,46M,"5,000,000+",Paid,$4.99,Everyone,Finance,"January 10, 2018",6.17.8,4.0.3 and up
Ultimate Budget,LIFESTYLE,4.2,5,4.3M,100+,Free,0,Everyone,Lifestyle,"December 31, 2017",5.0.7,5.0 and up
Super VPN,ART_AND_DESIGN,4.0,542,9.8M,"50,000+",Free,0,Everyone,Art & Design,"December 27, 2017",Varies with device,4.4 and up
Pocket Messenger,TRAVEL_AND_LOCAL,3.7,5k,11M,"100,000+",Free,0,Everyone,Travel & Local,"November 24, 2017",6.14.4,5.0 and up
Mini Wallpapers,SOCIAL,4.0,789,84M,"50,000+",Free,0,Everyone,Social,"November 2, 2015",7.13.4,Varies with device
Bright Dictionary,FAMILY,4.6,58.3k,8.4M,"5,000,000+",Free,0,Everyone,Casual,"October 11, 2017",7.14.4,4.4 and up
Secure Radio 6,COMMUNICATION,3.8,180,Varies with device,"5,000+",Free,0,Everyone,Communication,"July 1, 2018",5.13.9,4.1 and up
Fast Scanner,ENTERTAINMENT,3.8,365,3.5M,"10,000+",Free,0,Everyone,Entertainment,"June 7, 2018",Varies with device,4.0.3 and up
Magic Maps,ENTERTAINMENT,4.0,4.1M,8.1M,"100,000,000+",Free,0,Everyone,Entertainment,"July 28, 2016",5.17.3,5.0 and up
Mini Dictionary,SHOPPING,4.6,650,12M,"50,000+",Free,0,Everyone,Shopping,"April 13, 2018",5.2.4,Varies with device
Pocket Flashlight,ART_AND_DESIGN,4.4,2005,25M,"50,000+",Free,0,Everyone,Art & Design,"March 31, 2018",6.8.0,5.0 and up
Pixel Calendar 12,PRODUCTIVITY,3.9,58,633k,500+,Free,0,Everyone,Productivity,"March 28, 2018",7.6.2,5.0 and up
Magic Photo Editor,FAMILY,4.8,11,6.1M,500+,Free,0,Everyone,Casual,"December 19, 2017",Varies with device,4.0.3 and up
Tiny Budget,FINANCE,3.8,134437,2.5M,"5,000,000+",Free,0,Everyone,Finance,"December 8, 2017",8.13.9,4.0.3 and up
Smart Flashlight 9,FAMILY,3.3,5k,17M,"500,000+",Free,0,Everyone,Casual,"May 17, 2017",7.0.6,4.0.3 and up
Tiny Budget 13,MEDICAL,4.1,30,12M,500+,Free,0,Everyone,Medical,"April 2, 2018",3.15.0,4.0.3 and up
Super Notes,SOCIAL,3.8,2k,Varies with device,"100,000+",Free,0,Everyone,Social,"April 29, 2018",6.10.2,4.0.3 and up
Happy Photo Editor 4,BOOKS_AND_REFERENCE,,134.1k,5.6M,"1,000,000+",Free,0,Teen,Books & Reference,"April 8, 2017",5.7.5,5.0 and up
Quick Keyboard 2,HEALTH_AND_FITNESS,4.4,85.0k,14M,"1,000,000+",Free,0,Everyone,Health & Fitness,"March 27, 2018",1.9.9,5.0 and up
Magic Coloring Book,TOOLS,4.6,2734,9.9M,"50,000+",Free,0,Everyone,Tools,"May 26, 2018",3.16.7,Varies with device
Smart Music Player,SPORTS,3.9,1049,56M,"50,000+",Free,0,Teen,Sports,"February 17, 2017",2.2.8,4.0.3 and up
Super Music Player,GAME,3.7,211,11M,"10,000+",Free,0,Everyone,Action,"January 8, 2018",5.18.1,4.0.3 and up
Simple Diet Tracker,PHOTOGRAPHY,3.9,5242,953k,"500,000+",Free,0,Everyone,Photography,"June 28, 2017",7.13.3,4.1 and up
Easy Puzzle 5,ART_AND_DESIGN,,122k,12M,"5,000,000+",Free,0,Everyone,Art & Design,"August 21, 2016",7.18.4,4.1 and up
